,max_interpacket_interval,min_interpacket_interval,avg_interpacket_interval,sum_interpacket_interval,max_packet_length,min_packet_length,avg_packet_length,sum_packet_length,mode_packet_length
0,0.2326021194458007,2.5033950805664062e-05,0.0362851381301879,1.0885541439056396,1514,66,476.2903225806452,14765,66
1,9.750536918640137,4.0531158447265625e-06,0.4137725671132405,12.413177013397217,1514,66,290.741935483871,9013,66
2,0.5169451236724854,4.0531158447265625e-06,0.0661597649256388,1.984792947769165,1514,66,497.4516129032258,15421,66
3,0.0114610195159912,0.0,0.0018277009328206,0.0548310279846191,1274,54,350.51612903225805,10866,54
4,0.2351570129394531,2.384185791015625e-05,0.0366523345311482,1.0995700359344482,1514,66,609.8387096774194,18905,66
5,0.8211359977722168,2.5987625122070312e-05,0.0746121327082316,2.238363981246948,2962,66,477.06451612903226,14789,66
6,0.0298399925231933,0.0,0.0040774981180826,0.1223249435424804,1514,54,833.8064516129032,25848,1514
7,3.6628808975219727,0.0,0.1261459986368815,3.7843799591064458,1464,54,340.5806451612903,10558,54
8,0.2471370697021484,3.600120544433594e-05,0.040226403872172,1.2067921161651611,2962,66,546.9354838709677,16955,66
9,1.011681079864502,2.5033950805664062e-05,0.1024256706237793,3.072770118713379,1514,54,381.6774193548387,11832,66
10,9.501682996749878,2.4080276489257812e-05,0.4093737999598185,12.281213998794556,1514,66,312.83870967741933,9698,66
11,0.2486300468444824,2.4080276489257812e-05,0.0381228605906168,1.143685817718506,1514,66,523.1612903225806,16218,66
12,53.58442997932434,0.0,2.332126434644063,69.9637930393219,625,54,151.74193548387098,4704,54
13,0.2434480190277099,2.5987625122070312e-05,0.0293111324310302,0.8793339729309082,1514,66,559.1290322580645,17333,66
14,0.5114569664001465,2.694129943847656e-05,0.0674940665562947,2.0248219966888428,1514,66,410.1935483870968,12716,66
15,12.96234393119812,0.0,0.5969425925502071,16.11744999885559,1292,64,241.53571428571428,6763,73
16,45.01257586479187,0.0,3.007374334335327,90.2212300300598,1494,54,275.61290322580646,8544,54
