Unnamed: 0,Flow,max_interpacket_interval,min_interpacket_interval,avg_interpacket_interval,sum_interpacket_interval,max_packet_length,min_packet_length,avg_packet_length,sum_packet_length,mode_packet_length,label
1744.731190286204,86.241.11.224:443<-->13.0.93.207:55661,3.2110468949131508,-9.567574522386617e-06,-0.07478649148622453,-10.34671612491669,1290.0070236648585,53.42234447284846,263.04929800030123,138609.7547716036,53.037648862237226,normal
2989.6350017696295,212.160.227.130:58659<-->50.7.153.224:53,-2.1694818968504177,5.726243310821041e-06,-0.1627593939979483,-12.334476876438524,149.54655838642944,53.829231140254244,71.6423048666783,11.539687913718694,63.8690523178843,normal
6682.634131997923,88.240.122.111:6588<-->59.204.50.159:443,18.79147502224119,-6.0922854962238395e-06,0.6799561067890443,-6.252221619657176,1501.9770510781689,53.285007276838236,510.2483036700566,29270.12263691657,59.477981195273735,normal
6486.659204492031,210.10.10.94:6119<-->208.132.152.54:443,18.957879086309905,1.1776642827958668e-05,0.8062918520388869,26.891981568164823,1505.0954167641248,53.44762295260112,252.67285529223588,116784.28871933176,69.81147066527781,normal
3080.2540255070867,98.10.31.138:58808<-->229.38.127.170:443,43.46877524367332,1.3711332543691458e-05,1.5023050049673836,59.29819788911117,1261.4927601685592,53.76158391333961,227.28946060533235,-69594.94086061174,53.88294277607056,normal
7758.8863366906535,25.6.158.159:49706<-->56.119.238.38:443,-0.9584462750812868,6.469254676124266e-06,0.022726592645834404,15.106163555351465,2960.966448124394,60.64316166083647,1011.5376462225887,652290.2986772052,68.40666115044432,malicious
1544.5057173967855,191.140.116.51:52798<-->215.133.4.166:443,-3.0560577286057757,-1.8931293663662048e-05,-0.008192899345121003,-2.6487961094860513,1262.6593831115215,65.0490006993051,678.8782161405546,88515.30308065562,1318.9372597943136,normal
5699.932779264831,194.190.82.159:4206<-->83.10.137.233:443,45.77373525836622,-7.5021499571249335e-06,2.512129448882484,95.14878651908634,1466.755184517703,53.76589459657259,419.4203074664248,130729.0135316343,60.3621028073247,normal
2621.903963327522,140.167.66.112:57787<-->17.167.164.217:443,1.291665258184602,-2.1790859678214484e-06,-0.06000202260124872,-10.473015845026005,1464.5674740840527,54.351687372807476,254.47888574242356,-53752.27287058667,37.19856465791108,normal
897.0679484186712,67.254.60.139:53841<-->173.211.29.148:443,1.3540078954757335,-1.224941465475965e-05,0.37182193598865854,-12.719883221283117,1522.463072162585,53.265203357199745,414.47608293249215,-113433.47616548554,31.10171751523491,normal
